CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL2111375	105065	Vascular endothelial growth factor receptor 2 and tyrosine-protein kinase TIE-2 (KDR and TIE2)	P35968, Q02763	SELECTIVITY GROUP	Homo sapiens	12	12
CHEMBL2111381	105072	Protein farnesyltransferase (PFT)	Q5EI73, Q5EI74	PROTEIN COMPLEX	Plasmodium falciparum	68	124
CHEMBL2111389	105083	CDK9/cyclin T1	O60563, P50750	PROTEIN COMPLEX	Homo sapiens	647	926
CHEMBL2111400	105095	Phosphodiesterase 3 and 5 (PDE3 and PDE5)	O76074, Q13370, Q14432	SELECTIVITY GROUP	Homo sapiens	76	91
CHEMBL2111409	104915	Vascular endothelial growth factor receptor 2 and 3 (KDR and Flt-4)	P35916, P35968	SELECTIVITY GROUP	Homo sapiens	23	23
CHEMBL2111434	104948	VEGF-receptor 2 and Fibroblast growth factor receptor 2	P21802, P35968	SELECTIVITY GROUP	Homo sapiens	15	15
CHEMBL2111444	104961	CDK3/cyclin E	O96020, P24864, Q00526	PROTEIN COMPLEX GROUP	Homo sapiens	178	343
CHEMBL2095196	104780	Monoamine oxidase	P19643, P21396	PROTEIN FAMILY	Rattus norvegicus	251	439
CHEMBL2097174	104885	DNA gyrase	P66936, Q932M0	PROTEIN COMPLEX	Staphylococcus aureus subsp. aureus Mu50	92	277
CHEMBL1926489	104384	Protoporphyrinogen oxidase, mitochondrial	O24164	SINGLE PROTEIN	Nicotiana tabacum	1	1
CHEMBL1938213	104424	Eukaryotic translation initiation factor 2-alpha kinase 1	Q9Z2R9	SINGLE PROTEIN	Mus musculus	4	15
CHEMBL1926496	104391	Bone morphogenetic protein 2	P12643	SINGLE PROTEIN	Homo sapiens	8	45
CHEMBL2034798	104538	Mast/stem cell growth factor receptor Kit	P05532	SINGLE PROTEIN	Mus musculus	8	8
CHEMBL2034806	104546	Streptopain	P0C0J0	SINGLE PROTEIN	Streptococcus pyogenes	13	13
CHEMBL1932909	104413	Probable carboxylesterase 7	Q9ZQ91	SINGLE PROTEIN	Arabidopsis thaliana	2	2
CHEMBL1932911	104415	Histone acetyltransferase KAT5	Q99MK2	SINGLE PROTEIN	Rattus norvegicus	2	4
CHEMBL2040703	104556	Thrombin	Q28731	SINGLE PROTEIN	Oryctolagus cuniculus	28	79
CHEMBL2342	12710	FK506 binding protein 14	Q9NWM8	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2111469	104995	Dipeptidyl peptidase II and dipeptidyl peptidase IV (DPP2 and DPP4)	P27487, Q9UHL4	SELECTIVITY GROUP	Homo sapiens	91	94
CHEMBL2386	11685	Chymotrypsin C	Q99895	SINGLE PROTEIN	Homo sapiens	323	378
CHEMBL2589	11614	DNA gyrase subunit B	P66936	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus Mu50	116	131
CHEMBL1908	76	Cytochrome P450 11B1	P15538	SINGLE PROTEIN	Homo sapiens	1151	1419
CHEMBL2036	186	Tetanus toxin	P04958	SINGLE PROTEIN	Clostridium tetani (strain Massachusetts / E88)	50	50
CHEMBL2214	12295	Matrix metalloproteinase 9	P41245	SINGLE PROTEIN	Mus musculus	34	36
CHEMBL2735	11967	DNA polymerase delta subunit 1	P28340	SINGLE PROTEIN	Homo sapiens	24	26
CHEMBL2748	11997	Sucrase-isomaltase	P14410	SINGLE PROTEIN	Homo sapiens	77	83
CHEMBL3047	11676	Hypoxia-inducible factor prolyl 4-hydroxylase	Q9NXG6	SINGLE PROTEIN	Homo sapiens	88	139
CHEMBL3054	12819	Glutaminyl-tRNA synthetase	P47897	SINGLE PROTEIN	Homo sapiens	10	11
CHEMBL3430882	109639	GAR transformylase/AICAR transformylase	P22102, P31939	PROTEIN FAMILY	Homo sapiens	7	19
CHEMBL2364672	106172	Bacterial DNA-directed RNA polymerase	P0A7Z4, P0A800, P0A8T7, P0A8V2	PROTEIN COMPLEX	Bacteria	15	88
CHEMBL2364678	106178	Bacterial enoyl-[acyl-carrier-protein] reductase	P0AEK4	SINGLE PROTEIN	Bacteria	0	0
CHEMBL3611965	109868	Phosphatidylcholine:ceramide cholinephosphotransferase 1	Q86VZ5	SINGLE PROTEIN	Homo sapiens	24	25
CHEMBL3616357	109877	D-aspartate oxidase	Q922Z0	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3621031	109895	Peroxisomal multifunctional enzyme type 2	P51660	SINGLE PROTEIN	Mus musculus	2	8
CHEMBL3301385	108399	Cyclin-dependent kinase 4/cyclin D2	P11802, P30279	PROTEIN COMPLEX	Homo sapiens	2	2
CHEMBL2406901	107636	Citrate synthase, mitochondrial	Q29RK1	SINGLE PROTEIN	Bos taurus	3	6
CHEMBL2221342	105504	Complex of retinoic acid binding (CRABPII) and inhibitor of apoptosis (cIAP1) proteins	P29373, Q13490	PROTEIN COMPLEX	Homo sapiens	4	18
CHEMBL5483	101211	Insulin receptor-related protein	P14616	SINGLE PROTEIN	Homo sapiens	721	1320
CHEMBL3217375	108233	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	P62617	SINGLE PROTEIN	Escherichia coli (strain K12)	6	27
CHEMBL3217380	108238	Beta-glucuronidase	P05804	SINGLE PROTEIN	Escherichia coli (strain K12)	3	5
CHEMBL1795096	104178	mRNA interferase MazF	P0AE70	SINGLE PROTEIN	Escherichia coli K-12	465	968
CHEMBL5443	100077	Cell division cycle 7-related protein kinase	O00311	SINGLE PROTEIN	Homo sapiens	1078	1190
CHEMBL3232701	108289	Histidine triad nucleotide-binding protein 1	P80912	SINGLE PROTEIN	Oryctolagus cuniculus	12	13
CHEMBL3708197	110158	Cytosolic purine 5'-nucleotidase	P49902	SINGLE PROTEIN	Homo sapiens	36	56
CHEMBL2375206	107586	Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	Q09327	SINGLE PROTEIN	Homo sapiens	15	31
CHEMBL3038468	107894	CDK1/Cyclin E	P06493, P24864	PROTEIN COMPLEX	Homo sapiens	8	14
CHEMBL3038485	107911	Beta-N-acetyl-D-hexosaminidase-A/B	P06865, P07686	PROTEIN FAMILY	Homo sapiens	50	71
CHEMBL3038492	107918	JAK2/JAK1	O60674, P23458	PROTEIN COMPLEX	Homo sapiens	33	38
CHEMBL3038493	107919	Casein kinase I/MDM2	P48729, Q00987	PROTEIN COMPLEX	Homo sapiens	5	24
CHEMBL3243908	108295	Dihydrofolate reductase	C1JLF0	SINGLE PROTEIN	Oryctolagus cuniculus	4	4
CHEMBL3243916	108303	Hypoxanthine-guanine phosphoribosyltransferase	P00493	SINGLE PROTEIN	Mus musculus	6	6
CHEMBL3243917	108304	3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase	P19992	SINGLE PROTEIN	Streptomyces exfoliatus	2	4
CHEMBL2364701	106197	26S proteosome	A5LHX3, O00231, O00232, O00487, O14818, O43242, P17980, P20618, P25786, P25787, P25788, P25789, P28062, P28065, P28066, P28070, P28072, P28074, P35998, P40306, P43686, P48556, P49720, P49721, P51665, P55036, P60896, P60900, P62191, P62195, P62333, Q13200, Q15008, Q16186, Q8TAA3, Q99436, Q99460, Q9UNM6	PROTEIN COMPLEX	Homo sapiens	58	135
CHEMBL3227914	108263	Acetylcholinesterase	P36196	SINGLE PROTEIN	Gallus gallus	3	4
CHEMBL3913	10684	Complement C1s	P09871	SINGLE PROTEIN	Homo sapiens	166	197
CHEMBL3400	11884	DNA topoisomerase II alpha	P41516	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL3411	11293	Prenyl protein specific protease	Q9Y256	SINGLE PROTEIN	Homo sapiens	296	364
CHEMBL3746	20127	11-beta-hydroxysteroid dehydrogenase 2	P80365	SINGLE PROTEIN	Homo sapiens	975	1129
CHEMBL4055	11659	Gamma-glutamylcysteine synthetase	P48506	SINGLE PROTEIN	Homo sapiens	4	12
CHEMBL4092	20110	c-Jun N-terminal kinase 3	P49187	SINGLE PROTEIN	Rattus norvegicus	122	124
CHEMBL1075167	103106	Homeodomain-interacting protein kinase 4	Q8NE63	SINGLE PROTEIN	Homo sapiens	1089	1484
CHEMBL5682	102431	Uridine-cytidine kinase 1	Q9HA47	SINGLE PROTEIN	Homo sapiens	6	17
CHEMBL2176795	105370	ATP synthase subunit alpha, mitochondrial	P15999	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL2176823	105398	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	P26284	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL6139	102442	Candidapepsin-9	O42779	SINGLE PROTEIN	Candida albicans	3	3
CHEMBL2374	12711	Gamma-secretase subunit PEN-2	Q9NZ42	SINGLE PROTEIN	Homo sapiens	26	38
CHEMBL1958	241	3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I	P14060	SINGLE PROTEIN	Homo sapiens	15	15
CHEMBL2101	10382	Granzyme A	Q8CJF4	SINGLE PROTEIN	Rattus norvegicus	13	13
CHEMBL2112	10491	NADH-ubiquinone oxidoreductase chain 2	P03892	SINGLE PROTEIN	Bos taurus	9	17
CHEMBL3259473	108314	Beta-secretase 1	P56819	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL3259474	108315	Nicotinamide phosphoribosyltransferase	Q99KQ4	SINGLE PROTEIN	Mus musculus	7	10
CHEMBL3259475	108316	Nicotinamide phosphoribosyltransferase	Q80Z29	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL3259476	108317	Arachidonate 15-lipoxygenase	P39654	SINGLE PROTEIN	Mus musculus	27	45
CHEMBL3259479	108320	Acyl-protein thioesterase 1	P97823	SINGLE PROTEIN	Mus musculus	8	11
CHEMBL3259496	108337	Lysosomal thioesterase PPT2	O35448	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3259507	108348	GPI inositol-deacylase	Q3UUQ7	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3286068	108370	Catechol O-methyltransferase	O88587	SINGLE PROTEIN	Mus musculus	32	94
CHEMBL3286078	108380	Bone morphogenetic protein 6	P22004	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL3165	11519	Protein-tyrosine phosphatase MEG1	P29074	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL2709	11385	Hexokinase type III	P52790	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2760	11570	Sphingomyelin phosphodiesterase	P17405	SINGLE PROTEIN	Homo sapiens	13373	13394
CHEMBL289	11365	Cytochrome P450 2D6	P10635	SINGLE PROTEIN	Homo sapiens	24222	30165
CHEMBL3334	17027	Cyclooxygenase-1	O97554	SINGLE PROTEIN	Oryctolagus cuniculus	16	16
CHEMBL3345	20064	3-dehydroquinate dehydratase	P9WPX7	SINGLE PROTEIN	Mycobacterium tuberculosis	43	62
CHEMBL3384	11637	Protein kinase N1	Q16512	SINGLE PROTEIN	Homo sapiens	228	279
CHEMBL3521	12114	Receptor-type tyrosine-protein phosphatase F (LAR)	P10586	SINGLE PROTEIN	Homo sapiens	570	628
CHEMBL2163167	105207	S-methylmethionine--homocysteine S-methyltransferase BHMT2	Q9H2M3	SINGLE PROTEIN	Homo sapiens	9	11
CHEMBL2163172	105212	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	Q8BH82	SINGLE PROTEIN	Mus musculus	5	5
CHEMBL2169720	105231	Histone-lysine N-methyltransferase Su(var)3-9	P45975	SINGLE PROTEIN	Drosophila melanogaster	1	16
CHEMBL2169721	105232	Uncharacterized protein	F6VR90	SINGLE PROTEIN	Callithrix jacchus	4	4
CHEMBL2169722	105233	Glycylpeptide N-tetradecanoyltransferase	Q8ILW6	SINGLE PROTEIN	Plasmodium falciparum (isolate 3D7)	26	26
CHEMBL2169725	105236	Calcium-dependent protein kinase 4	Q8IBS5	SINGLE PROTEIN	Plasmodium falciparum (isolate 3D7)	457	457
CHEMBL2169727	105238	Gastric triacylglycerol lipase	P80035	SINGLE PROTEIN	Canis familiaris	22	41
CHEMBL2363043	105738	Ephrin receptor	O15197, P21709, P29317, P29320, P29322, P29323, P54753, P54756, P54760, P54762, P54764, Q15375, Q5JZY3, Q9UF33	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2363044	105739	Alcohol dehydrogenase class I	P00325, P00326, P07327	PROTEIN COMPLEX GROUP	Homo sapiens	0	0
CHEMBL4151	100457	Hexokinase	Q8ST54	SINGLE PROTEIN	Trypanosoma cruzi	42	115
CHEMBL4693	100660	Sarcoplasmic/endoplasmic reticulum calcium ATP-ase	P04191	SINGLE PROTEIN	Oryctolagus cuniculus	45	51
CHEMBL4494	12848	Acyl-CoA:dihydroxyacetonephosphateacyltransferase	O15228	SINGLE PROTEIN	Homo sapiens	9	75
CHEMBL4963	12830	Peptidyl-glycine alpha-amidating monooxygenase	P14925	SINGLE PROTEIN	Rattus norvegicus	111	290
CHEMBL5639	102474	Serine/threonine-protein kinase WNK2	Q9Y3S1	SINGLE PROTEIN	Homo sapiens	203	369
CHEMBL5760	101539	3-oxo-5-beta-steroid 4-dehydrogenase	P31210	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL5904	101599	Dihydrodipicolinate synthase	Q04796	SINGLE PROTEIN	Bacillus subtilis (strain 168)	1	1
CHEMBL1075214	102910	5'-nucleotidase	P21588	SINGLE PROTEIN	Rattus norvegicus	135	163
CHEMBL3217400	108258	Serine palmitoyltransferase	Q93UV0	SINGLE PROTEIN	Sphingomonas paucimobilis	4	15
CHEMBL1741207	104003	Sentrin-specific protease 8	Q96LD8	SINGLE PROTEIN	Homo sapiens	1263	1687
CHEMBL2046265	104566	Hepatocyte growth factor receptor	Q75ZY9	SINGLE PROTEIN	Canis familiaris	7	19
CHEMBL1795138	104218	Transmembrane protease serine 11D	O60235	SINGLE PROTEIN	Homo sapiens	47	53
CHEMBL3559682	109737	Serine/threonine-protein kinase PIM	P11309, Q86V86, Q9P1W9	PROTEIN FAMILY	Homo sapiens	49	50
CHEMBL3559684	109739	Neurotrophic tyrosine kinase receptor	P04629, Q16288, Q16620	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL3329078	109471	Inosine-5'-monophosphate dehydrogenase	Q81W29	SINGLE PROTEIN	Bacillus anthracis	22	29
CHEMBL3329081	109474	DNA topoisomerase 4 subunit B	P20083	SINGLE PROTEIN	Escherichia coli K-12	3	3
CHEMBL3337329	109482	Casein kinase I isoform alpha	P67827	SINGLE PROTEIN	Bos taurus	2	2
CHEMBL3341574	109488	Ribonuclease P protein component	Q5HCI2	SINGLE PROTEIN	Staphylococcus aureus (strain COL)	1	1
CHEMBL3308910	109096	DNA replication licensing factor MCM2	P49736	SINGLE PROTEIN	Homo sapiens	1	5
CHEMBL3308935	109219	Enoyl-[acyl-carrier-protein]	Q9ZFE4	SINGLE PROTEIN	Pseudomonas aeruginosa	2	5
CHEMBL3308968	109256	Sterol 24-C-methyltransferase	Q6C2D9	SINGLE PROTEIN	Yarrowia lipolytica 	16	93
CHEMBL3308980	108444	Putative glycosyltransferase	B1B4J9	SINGLE PROTEIN	Escherichia coli O55:H7	7	23
CHEMBL3308994	109130	Glycogen synthase kinase 3 beta	Q9IBD2	SINGLE PROTEIN	Danio rerio 	1	4
CHEMBL3309028	109166	Thymidylate kinase	P0A720	SINGLE PROTEIN	Escherichia coli (strain K12)	2	2
CHEMBL2242729	105519	Acetylcholinesterase	Q8MZM0	SINGLE PROTEIN	Plutella xylostella	26	36
CHEMBL2285355	105557	1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic	Q38854	SINGLE PROTEIN	Arabidopsis thaliana	5	5
CHEMBL2366483	106627	Glutamate--cysteine ligase catalytic subunit	P97494	SINGLE PROTEIN	Mus musculus	107	107
CHEMBL2363075	105770	Steroid 5-alpha-reductase	P18405, P31213, Q9H8P0	PROTEIN FAMILY	Homo sapiens	1	1
CHEMBL2363076	105771	Topoisomerase IV	P0AFI2, P20083	PROTEIN COMPLEX	Bacteria	0	0
CHEMBL2364668	106168	Bacterial dihydropteroate synthase	P0AC13	SINGLE PROTEIN	Bacteria	13	13
CHEMBL2146300	105128	Glycosyltransferase-like protein LARGE1	O95461	SINGLE PROTEIN	Homo sapiens	98	104
CHEMBL2417351	107644	Microtubule-associated serine/threonine-protein kinase 4	O15021	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL3120041	108039	DNA-directed RNA polymerase, mitochondrial	O00411	SINGLE PROTEIN	Homo sapiens	29	34
CHEMBL2362988	105700	Acetylcholinesterase	A2PZ98	SINGLE PROTEIN	Pediculus humanus capitis	0	0
CHEMBL3309046	109187	Eukaryotic initiation factor 4A-I	P60843	SINGLE PROTEIN	Mus musculus	25	29
CHEMBL3309049	109190	Hematopoietic prostaglandin D synthase	Q9JHF7	SINGLE PROTEIN	Mus musculus	5	17
CHEMBL2189130	105460	S-formylglutathione hydrolase	P10768	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2189132	105462	Abhydrolase domain-containing protein FAM108B1	Q5VST6	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL2189140	105470	Aminopeptidase N	P97449	SINGLE PROTEIN	Mus musculus	7	8
CHEMBL2189146	105476	Calcium-dependent protein kinase 1	P62343	SINGLE PROTEIN	Plasmodium falciparum (isolate K1 / Thailand)	3	3
CHEMBL2366509	106653	Protoporphyrinogen oxidase, chloroplastic/mitochondrial	Q94IG7	SINGLE PROTEIN	Spinacia oleracea	6	10
CHEMBL2242731	105521	Protoporphyrinogen IX oxidase	Q9M629	SINGLE PROTEIN	Zea mays	35	35
CHEMBL2242734	105524	3-ketoacyl-CoA synthase 19	Q9FG87	SINGLE PROTEIN	Arabidopsis thaliana	12	14
CHEMBL2366427	106571	Polyphenol oxidase	D1KEB8	SINGLE PROTEIN	Oryza sativa	8	10
CHEMBL2366494	106638	Acetyl-CoA carboxylase	Q3V4E6	SINGLE PROTEIN	Zea mays	2	4
CHEMBL2311233	105586	Dynamin-2	P39052	SINGLE PROTEIN	Rattus norvegicus	8	8
CHEMBL2311234	105587	Receptor tyrosine-protein kinase erbB-2	P70424	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2366435	106579	Threonyl-tRNA synthase	G3FIN0	SINGLE PROTEIN	Phytophthora sojae	1	16
CHEMBL2366465	106609	Photosystem I iron-sulfur center	P10098	SINGLE PROTEIN	Spinacia oleracea	5	26
CHEMBL2366573	106717	Acetyl-CoA carboxylase	Q3V4F7, Q3V4I7, Q40010, Q5S741, Q5S747, Q947J4, Q947J5	PROTEIN FAMILY	Hordeum vulgare	1	1
CHEMBL2366431	106575	P450 sterol 14-alpha-demethylase	E3SW77	SINGLE PROTEIN	Penicillium digitatum	6	12
CHEMBL2366476	106620	Glutathione reductase, mitochondrial	P47791	SINGLE PROTEIN	Mus musculus	107	107
CHEMBL2366481	106625	Photosystem Q(B) protein	P69560	SINGLE PROTEIN	Spinacia oleracea	119	185
CHEMBL2366572	106716	Pheromone-degrading enzyme	Q3KVM1	SINGLE PROTEIN	Cydia pomonella	1	3
CHEMBL2366472	106616	15-cis-phytoene desaturase	P26294	SINGLE PROTEIN	Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2)	55	62
CHEMBL2259247	105536	Probable L-lysine-epsilon aminotransferase	P9WQ77	SINGLE PROTEIN	Mycobacterium tuberculosis	2	2
CHEMBL2366415	106559	Acetolactate synthase	C0L093	SINGLE PROTEIN	Nicotiana tabacum	15	18
CHEMBL2366517	106661	Protease	Q9YQ12	SINGLE PROTEIN	Human immunodeficiency virus 1	1513	1992
CHEMBL2366455	106599	Protoporphyrinogen oxidase, chloroplastic	O24163	SINGLE PROTEIN	Nicotiana tabacum	30	33
CHEMBL2331052	105648	Beta-galactosidase	O19015	SINGLE PROTEIN	Felis catus	3	3
CHEMBL2390811	107604	Thioredoxin reductase	P9WHH1	SINGLE PROTEIN	Mycobacterium tuberculosis	13	61
CHEMBL2396511	107617	Dual specificity protein phosphatase 10	Q9Y6W6	SINGLE PROTEIN	Homo sapiens	8	8
CHEMBL3297640	108392	Serine/threonine-protein kinase pim-1	P06803	SINGLE PROTEIN	Mus musculus	1	3
CHEMBL3351213	109537	Protein O-GlcNAcase	Q8VIJ5	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL3542436	109702	Cytochrome P450 2A13	Q16696	SINGLE PROTEIN	Homo sapiens	9	19
CHEMBL3580504	109800	Toxin A	P16154	SINGLE PROTEIN	Peptoclostridium difficile	0	0
CHEMBL2429710	107666	Tyrosine-protein phosphatase non-receptor type 5	P35234	SINGLE PROTEIN	Rattus norvegicus	2	6
CHEMBL3313834	109448	Ectonucleoside triphosphate diphosphohydrolase 4	Q9Y227	SINGLE PROTEIN	Homo sapiens	9	9
CHEMBL3313835	109449	S-adenosylmethionine synthase isoform type-2	P31153	SINGLE PROTEIN	Homo sapiens	15	15
CHEMBL3108631	107991	Acetyl-CoA carboxylase 2	E9Q4Z2	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3108657	108017	3-hydroxyanthranilate 3,4-dioxygenase	P46952	SINGLE PROTEIN	Homo sapiens	19	58
CHEMBL3317332	109453	Tyrosine-protein phosphatase non-receptor type 14	Q15678	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3399914	109570	AGAP002992-PA	Q5TU56	SINGLE PROTEIN	Anopheles gambiae	40	40
CHEMBL3407317	109576	Ubl carboxyl-terminal hydrolase 18	Q9UMW8	SINGLE PROTEIN	Homo sapiens	3	5
CHEMBL3596087	109849	Alpha-(1,6)-fucosyltransferase	Q9BYC5	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3112378	108026	Proteasome subunit beta type-2	Q9R1P3	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL3414416	109599	Testis-specific serine/threonine-protein kinase 3	Q96PN8	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL3627588	109910	Kynurenine 3-monooxygenase	P38169	SINGLE PROTEIN	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1	1
CHEMBL3627591	109913	Hydroxyacylglutathione hydrolase, mitochondrial	Q3B7M2	SINGLE PROTEIN	Bos taurus	3	3
CHEMBL2363033	105735	Topoisomerase IV	P72525, Q59961	PROTEIN COMPLEX	Streptococcus pneumoniae	0	0
CHEMBL2321611	105600	Protein-arginine deiminase type-2	Q08642	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL2321612	105601	O-acetylserine sulfhydrylase	P9WP55	SINGLE PROTEIN	Mycobacterium tuberculosis	132	220
CHEMBL3559650	109727	1-deoxy-D-xylulose-5-phosphate synthase	Q9RUB5	SINGLE PROTEIN	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 /LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	3	3
CHEMBL3593153	109834	Low molecular weight phosphotyrosine protein phosphatase	Q9D358	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3638335	109940	Serine/threonine-protein kinase pim-3	O70444	SINGLE PROTEIN	Rattus norvegicus	58	136
CHEMBL3638341	109946	Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI	Q2FZQ3	SINGLE PROTEIN	Staphylococcus aureus (strain NCTC 8325)	30	62
CHEMBL3638356	109961	Membrane metallo-endopeptidase-like 1	Q495T6	SINGLE PROTEIN	Homo sapiens	44	130
CHEMBL5197	100825	Serine/threonine-protein kinase SULU	P46549	SINGLE PROTEIN	Caenorhabditis elegans	1	1
CHEMBL3784909	116771	Alpha-glucosidase	Q9C0Y4	SINGLE PROTEIN	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	14	14
CHEMBL3826861	116820	Inosine-adenosine-guanosine-nucleoside hydrolase	O15727	SINGLE PROTEIN	Trypanosoma brucei brucei	4	4
CHEMBL3751651	116708	Eukaryotic initiation factor 4A-III	Q91VC3	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3751653	116710	5'(3')-deoxyribonucleotidase, cytosolic type	Q8TCD5	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3751655	116712	Aminoglycoside 3'-phosphotransferase	P00551	SINGLE PROTEIN	Escherichia coli	9	9
CHEMBL3813589	116802	Tyrosyl-DNA phosphodiesterase 2	Q5XJA0	SINGLE PROTEIN	Danio rerio	3	3
CHEMBL3797014	116782	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	O76031	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3739253	116695	CAAX prenyl protease 1 homolog	O75844	SINGLE PROTEIN	Homo sapiens	19	19
CHEMBL3745591	116701	Glucose-1-phosphate cytidylyltransferase	Q8Z5I4	SINGLE PROTEIN	Salmonella typhi	1	1
CHEMBL3988621	117275	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	Q9CWS0	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3832957	116913	Metallo beta-lactamase	Q6TUJ4	SINGLE PROTEIN	Pseudomonas aeruginosa	33	43
CHEMBL3885501	117045	1-acylglycerol-3-phosphate O-acyltransferase ABHD5/Perilipin-5	Q00G26, Q8WTS1	PROTEIN-PROTEIN INTERACTION	Homo sapiens	45	45
CHEMBL3885502	117046	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase/Delta(24)-sterol reductase	Q15125, Q15392	PROTEIN FAMILY	Homo sapiens	1	1
CHEMBL3885503	117047	5'-AMP-activated protein kinase catalytic subunit alpha-1/beta-1/gamma-1	P54645, P80385, P80386	PROTEIN COMPLEX	Rattus norvegicus	2	3
CHEMBL3885510	117054	Acyl-protein thioesterase 1/2	P70470, Q9QYL8	PROTEIN FAMILY	Rattus norvegicus	1	1
CHEMBL3885521	117065	Baculoviral IAP repeat-containing protein 2/Estrogen receptor	P03372, Q13490	PROTEIN COMPLEX	Homo sapiens	4	7
CHEMBL3885543	117087	Cellular tumor antigen p53/Death-associated protein kinase 1	P04637, P53355	PROTEIN-PROTEIN INTERACTION	Homo sapiens	10	10
CHEMBL3885551	117095	Cyclin-dependent kinase 1/G1/S-specific cyclin-D1	P06493, P24385	PROTEIN COMPLEX	Homo sapiens	4	4
CHEMBL3885556	117100	Cyclin-dependent kinase 8/19	P49336, Q9BWU1	PROTEIN FAMILY	Homo sapiens	55	55
CHEMBL3885584	117128	Guanine nucleotide-binding protein G(i) subunit alpha-1/Regulator of G-protein signaling 12	O14924, P63096	PROTEIN-PROTEIN INTERACTION	Homo sapiens	61	61
CHEMBL3885618	117162	Phospho-N-acetylmuramoyl-pentapeptide-transferase/UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	P0A6W3, P17443	PROTEIN FAMILY	Escherichia coli K-12	4	4
CHEMBL3885619	117163	Plasminogen/Urokinase plasminogen activator surface receptor/Urokinase-type plasminogen activator	P06869, P20918, P35456	PROTEIN-PROTEIN INTERACTION	Mus musculus	13	13
CHEMBL3885637	117181	Serine/threonine-protein kinase PAK 1/PAK 2/PAK 3	O75914, Q13153, Q13177	PROTEIN FAMILY	Homo sapiens	13	13
CHEMBL3885640	117184	Sodium/potassium-transporting ATPase subunit alpha-2/alpha-3	P06686, P06687	PROTEIN COMPLEX	Rattus norvegicus	8	8
CHEMBL3885642	117186	TYK2/JAK1/JAK2	P52332, Q62120, Q9R117	PROTEIN FAMILY	Mus musculus	3	3
CHEMBL3885649	117193	Tyrosine-protein kinase JAK1/JAK2	P52332, Q62120	PROTEIN FAMILY	Mus musculus	3	3
CHEMBL3883296	117010	Serine/threonine-protein kinase Chk1/2	O14757, O96017	PROTEIN FAMILY	Homo sapiens	4	5
